index,Litres
116,30684.518706536026
117,30324.43724484159
118,41024.8845473903
119,38902.28519897241
120,71807.14136467916
121,91658.38005942926
122,39174.78259402942
123,33807.3739703288
124,27823.238645955338
125,37022.79043386158
126,62288.25364437022
127,25482.668591705267
128,31463.86767685167
129,85892.46885872571
130,29283.090104655403
131,40690.15735213157
132,70412.94793469112
133,32782.05339996378
134,25846.59769181435
135,47823.50217828949
136,44165.53492511691
137,39944.33167749863
138,28487.565409480485
139,55499.4688315632
140,33185.25637921489
141,25482.668591705267
142,33103.138173158244
143,53064.63780136925
144,25482.668591705267
145,32993.38418100396
146,43420.81486122127
147,34837.299504871175
148,33453.7251855013
149,47552.951816867455
150,27131.68552874652
151,25482.668591705267
152,41534.86121605699
153,39315.54400341108
154,28898.305679668083
155,65179.557765317455
156,30417.7844617549
157,25420.3687508405
158,29822.704250913343
159,68839.6588625795
160,27601.751460289546
161,26939.901944646524
162,57626.32706950384
163,26460.42593040419
164,33214.15793849698
165,73893.07884392966
166,29092.738366519287
167,46891.66292498171
168,73704.04358405818
169,38948.46518287485
170,56130.40826639926
171,63835.77962964372
172,26739.128845863845
173,31189.63758576287
174,90784.06298800728
175,29979.523849175137
176,33169.308658946626
177,49838.15788663733
178,29144.4844015375
179,30719.565257301874
180,94444.52230817362
181,27193.985369611288
182,27605.406404947546
183,46264.319589367646
184,25420.3687508405
185,44705.9809889046
186,27642.097933608085
187,26282.759638583673
188,40837.24187807928
189,38688.5122366508
190,30699.62353798246
191,43511.97932572231
192,45926.28500272326
193,27920.401708635633
194,52515.019789947764
195,80889.15087424648
196,25889.33251882624
197,25420.3687508405
198,75299.47446991308
199,28024.583517841467
200,25420.3687508405
201,108483.62204400507
202,27823.238645955338
203,26528.5039261203
204,58536.84863341665
205,29429.104188234105
206,37783.91801597347
207,49762.770961774135
208,43562.44755459664
209,30382.250008597413
210,82821.17440773251
211,33766.857622201394
212,42165.209019821596
213,41309.280615640964
214,25884.71491690586
215,37859.470172854635
216,55224.744154774584
217,48198.349769158536
218,25599.903074551097
219,38224.3800555967
220,40837.24187807928
221,27358.505372119296
222,32439.674551287822
223,69153.87249598058
224,29270.9585220577
225,26676.829004999076
226,60838.73158211813
227,27193.985369611288
228,56809.452811022034
229,40837.24187807928
230,39670.047998000824
231,40537.44324951664
232,94903.83833618363
233,37540.58748604664
234,49439.42138441209
235,66170.41002427784
236,27172.032002065054
237,28778.211417556886
238,40837.24187807928
239,30021.398171661323
240,27862.240383381824
241,53198.40242292014
242,37153.85938880913
243,98631.99384821745
244,32167.15283935738
245,31920.21363405447
246,153563.66913778338
247,25449.506226580044
248,52709.67499248999
249,45405.869069094915
250,28313.00888616282
251,41024.8845473903
252,29631.484582622492
253,27604.579447429565
254,42896.64747295528
255,25785.364436747783
256,28721.16065683205
257,47236.877940310005
258,27099.231247494718
259,39135.26576108944
260,25817.16841627453
261,55931.22463566682
262,27804.530187434557
263,39138.61877087627
264,42003.930090122005
265,27861.346776796312
266,27162.167740378114
267,52639.30463875782
268,27074.73083399039
269,57624.53290996482
270,61075.820151843305
271,26157.602842213935
272,47921.83297019285
273,25410.504489153558
274,88076.44931661754
275,41361.7168897958
276,27052.77746644416
277,36254.92340607483
278,32340.170410223524
279,62857.0443665336
280,32602.917463130507
281,28280.749834964317
282,86185.53519333542
283,39138.61877087627
284,28092.255048301868
285,41174.34407574186
286,34077.02240671958
287,40771.380603339945
288,90941.08886250202
289,25836.191417819813
290,31338.643375504715
291,43388.94404698297
292,26113.972851244143
293,25410.504489153558
294,154528.49269099906
295,34241.404329120975
296,25410.504489153558
297,48228.43814274204
298,29391.11115627929
299,26435.559426696338
300,49938.60154270638
301,84953.59928403929
302,28392.21991471414
303,52724.1795664157
304,54885.23169344813
305,25879.9002055304
306,37907.734129490906
307,113905.83789355015
308,77155.52306841312
309,27658.294700376402
310,25656.657094109214
311,41024.8845473903
312,27510.672062254704
313,29045.847285179585
314,45916.11540678817
315,29851.0426155744
316,25410.504489153558
317,72838.3193286749
318,25656.657094109214
319,30135.662402271006
320,44180.315059736124
321,32190.254739238073
322,45196.23741569366
323,77836.79895620863
324,36112.13712882559
325,25348.20464828879
326,67145.78102422043
327,52404.310014286624
328,33145.67749368075
329,54440.657670254055
330,30031.48059306517
331,42839.528687229445
332,88076.44931661754
333,37358.25941543239
334,39471.78373472332
335,29267.24402495398
336,49754.07764193634
337,39108.291343598525
338,27139.73231618942
339,137898.14679002174
340,26653.174086072555
341,42156.17915459079
342,25539.211831792127
343,29127.107778496476
344,97087.06363215359
345,27825.72669198633
346,25410.504489153558
347,33253.42146435267
348,88104.95540810347
349,28848.92105435636
350,26074.72425871953
351,37146.09187370424
352,49912.376537112345
353,32323.93600157819
354,28313.00888616282
355,55202.3228235291
356,30342.980884427438
357,26666.964743312135
358,194223.38327587317
359,50443.49945577135
360,50751.585654053866
361,45480.22045609727
362,25656.657094109214
363,36309.17889507896
364,61962.33240328837
365,32190.254739238073
366,41024.8845473903
367,31714.52901613786
368,25348.20464828879
369,40805.37106384098
370,28154.3431243885
371,25438.09597976737
372,68722.63513342987
373,30192.050270645846
374,26730.08391913806
375,26076.16522350414
376,26074.72425871953
377,62264.934525700715
378,25438.09597976737
379,25438.09597976737
380,42223.44357367132
381,26596.420865605403
382,96667.06419801124
383,31705.695559384916
384,25438.09597976737
385,27149.412757673395
386,60938.293999217334
387,25438.09597976737
388,25438.09597976737
389,63860.009863267886
390,32535.105288410214
391,27557.17884835165
392,50315.27246689569
393,28988.01692910331
394,37814.63685160437
395,42223.44357367132
396,41024.8845473903
397,26510.605330957187
398,35008.25107759953
399,82137.960180318
400,33002.91748945265
401,30150.14472217243
402,41024.8845473903
403,31582.775774915688
404,35690.69514179052
405,97140.78229218908
406,33892.54578620011
407,47527.53759965014
408,26076.16522350414
409,78374.73540692002
410,30113.6713807565
411,47979.705317141605
412,86053.98511908513
413,58145.26174463662
414,28110.52821600038
415,62857.0443665336
416,25438.09597976737
417,25438.09597976737
418,68758.23298828573
419,25438.09597976737
420,26639.82503442734
421,103393.8398884598
422,36475.67787171756
423,29831.362146030373
424,41156.213837523785
425,39882.02495996171
426,41113.62210868988
427,28839.82478593931
428,25375.796138902602
429,49825.72191787984
430,25840.142304967965
431,54885.23169344813
432,33211.82352514085
433,29865.524935475823
434,68023.11280184079
435,28231.44746394438
436,34120.443033498166
437,76808.21534717201
438,27557.17884835165
439,61427.19286448893
440,59369.07417303651
441,31341.131102501084
442,45436.62802548287
443,68224.30682829393
444,53056.096263134554
445,34931.88481202585
446,25420.3687508405
447,41024.8845473903
448,35038.5962915899
449,33892.54578620011
450,54754.81307915746
451,94683.09308388227
452,33014.0924544777
453,32126.648152074285
454,52704.943204286916
455,27622.09946408133
456,26074.72425871953
457,30530.875420964254
458,25438.09597976737
459,28066.971422070383
460,25684.248584723027
461,26206.463974056795
462,35329.733309481846
463,56426.19191198853
464,34442.88213905545
465,34059.780911441536
466,104341.29054764807
467,25739.725239011685
468,31899.03955371083
469,46946.2090508181
470,35547.24373813369
471,28638.47991405318
472,68722.63513342987
473,26267.61384943138
474,25844.759906888343
475,87881.92544126089
476,31778.925434974193
477,27716.366193152673
478,42223.44357367132
479,26729.09472387944
480,61930.95681656357
481,104501.17506293766
482,26246.806232088937
483,25844.759906888343
484,104939.29242436987
485,26565.87726651664
486,36118.022181612236
487,46569.195179782444
488,32523.322285229115
489,63621.782976967945
490,57096.8053257695
491,45059.78314454222
492,28980.85114004187
493,48178.91492367773
494,25638.562311950205
495,27413.414061078664
496,41843.58033813827
497,47959.497257797986
498,25482.668591705267
499,40817.807032598466
500,33983.406363977745
501,25482.668591705267
502,40686.47774246498
503,25420.3687508405
504,26785.217371785664
505,26068.866842536838
506,42558.24066802997
507,32459.71212878662
508,74977.54970387269
509,26203.12353809997
510,26366.890440397692
511,50381.98850708574
512,26366.890440397692
513,27757.645180534484
514,140124.83144199708
515,28006.75242646518
516,26793.66259844385
517,40817.807032598466
518,28650.990017798125
519,34088.399844008236
520,51849.14509046861
521,51641.57001549776
522,36072.372505398846
523,107491.76608752654
524,27193.985369611288
525,25537.20234428528
526,47890.493539162766
527,25728.821196660923
528,25482.668591705267
529,40686.47774246498
530,25482.668591705267
531,25482.668591705267
532,43577.35732140948
533,26466.20408525553
534,29481.436140315553
535,99278.33229668398
536,25482.668591705267
537,28797.004101376828
538,68280.6666249738
539,25420.3687508405
540,25662.202915415866
541,40817.807032598466
542,25638.562311950205
543,25638.562311950205
544,25482.668591705267
545,25420.3687508405
546,113468.00165557918
547,25728.821196660923
548,32937.17873426534
549,88579.9331342322
550,27084.59509567733
551,68839.6588625795
552,28372.06381800214
553,27863.585119273877
554,28779.384923459897
555,42683.453927725335
556,27221.70314705197
557,28389.971651268028
558,63534.126294836344
559,25482.668591705267
560,27248.519122191297
561,25889.33251882624
562,63986.14174301173
563,25482.668591705267
564,25928.615001822967
565,25482.668591705267
566,48047.58563354425
567,25482.668591705267
568,28215.431362110656
569,52708.41508605805
570,33169.00284057837
571,25420.3687508405
572,42558.24066802997
573,26073.185282917126
574,33831.713816218515
575,45630.28894233387
576,31168.097976787918
577,25482.668591705267
578,40817.807032598466
579,25482.668591705267
580,25482.668591705267
581,26074.72425871953
582,25846.59769181435
583,60245.141890414314
584,25420.3687508405
585,40817.807032598466
586,25482.668591705267
587,26212.675369592842
588,100830.3947292396
589,25420.3687508405
590,49207.64637596111
591,44444.62872385035
592,40686.47774246498
593,26186.136953795853
594,28797.004101376828
595,53105.43483861069
596,28797.004101376828
597,26141.406075445608
598,25420.3687508405
599,54299.349823961966
600,26366.890440397692
601,27860.65650591979
602,48501.9935662161
603,25638.562311950205
604,27601.751460289546
605,61588.73131278114
606,28797.004101376828
607,27703.0530385808
608,42558.24066802997
609,32173.869322804436
610,27146.8949365421
611,54788.078176895186
612,26991.57770217996
613,49706.828596503845
614,27237.986787587826
615,27926.613898198513
616,40817.807032598466
617,29461.483872282966
618,27469.133442521845
619,25482.668591705267
620,40686.47774246498
621,31047.100542340206
622,45174.97126730451
623,36915.49929077196
624,68870.93774467663
625,32801.88683730515
626,37230.47401981131
627,152221.3171219253
628,35183.62344215921
629,33251.948843098275
630,52831.84315912523
631,31246.695924492098
632,44709.235111250826
633,55799.39091073817
634,25482.668591705267
635,33496.62393419721
636,74201.86024673715
637,34206.48205214621
638,25482.668591705267
639,42683.453927725335
640,40479.652561148716
641,33307.41811615878
642,31463.964038463255
643,55675.36891794464
644,51560.13337498045
645,46891.66292498171
646,32840.03242138584
647,45224.42784804501
648,32276.08103199123
649,39500.61390164884
650,46958.610909859075
651,28977.65448609901
652,31211.83890140659
653,66143.83900363545
654,25928.615001822967
655,30124.836473878484
656,179905.3527199524
657,35149.31553652622
658,26366.890440397692
659,44845.77441799616
660,37305.21985686848
661,30593.242177195232
662,40686.47774246498
663,36980.93510802978
664,35975.392308489296
665,61315.13963329569
666,57787.08492222759
667,34650.18859150605
668,96985.1961866972
669,40744.73445251829
670,32659.659586645743
671,63261.65099758569
672,28213.60982100596
673,64376.472252064144
674,31701.272454596427
675,26570.726495797513
676,55541.353975994025
677,40686.47774246498
678,26097.367898690383
679,34769.85748749167
680,53262.56761451978
681,39893.92739721901
682,47140.87147015285
683,68375.02768963015
684,25482.668591705267
685,28065.33013336058
686,58262.036848923155
687,27146.8949365421
688,33238.050365852236
689,58458.823570086104
690,32026.245640259087
691,32370.128958658348
692,40686.47774246498
693,25728.821196660923
694,27443.010778575295
695,40817.807032598466
696,25482.668591705267
697,27193.985369611288
698,47270.85839111968
699,32671.13479636386
700,26792.17679738952
701,32962.295584813684
702,40817.807032598466
703,28653.12224726431
704,29210.04374297924
705,41726.54775872754
706,33409.91754820617
707,29947.452004328257
708,25482.668591705267
709,26135.485123781895
710,31877.39294949199
711,51430.87169006969
712,27823.238645955338
713,51220.03788640196
714,25482.668591705267
715,61146.984125839925
716,25638.562311950205
717,26547.006012244776
718,40817.807032598466
719,51196.13185025517
720,29315.469788704264
721,44687.285407977695
722,25662.202915415866
723,25482.668591705267
724,159216.0306441488
725,25884.71491690586
726,44454.38488980832
727,45141.81365117195
728,27234.331842929823
729,34723.85951721769
730,40686.47774246498
731,25482.668591705267
732,26291.378844026833
733,66293.29156004653
734,26120.737835442036
735,46697.13803032784
736,25482.668591705267
737,32536.68018645508
738,54454.43141553211
739,72091.2487836219
740,40686.47774246498
741,46819.24587869762
742,59975.58165942972
743,75155.68465283606
744,34466.52368556228
745,32157.76371079336
746,46958.610909859075
747,25928.615001822967
748,29346.457442808987
749,51428.80408484696
750,29917.793639641714
751,35177.95695028218
752,26242.462681215824
753,27193.985369611288
754,28279.82111636836
755,69299.14648457646
756,37251.45087428493
757,40390.394175483285
758,51252.61552161341
759,82985.11449633139
760,29822.704250913343
761,76858.09688006775
762,36304.19661171188
763,49682.26072232923
764,40686.47774246498
765,69942.10719979138
766,118100.60203645309
767,25728.821196660923
768,25482.668591705267
769,80186.45860049335
770,28595.6592294907
771,31375.65832885895
772,82345.2020799109
773,32188.689388412862
774,27619.857417058458
775,40686.47774246498
776,33593.53584781625
777,25666.521355796154
778,25482.668591705267
779,97744.6981470515
780,28372.06381800214
781,26460.48431977786
782,25638.562311950205
783,65812.14911649236
784,41062.3399165484
785,31843.941179049023
786,40686.47774246498
787,52352.82310251229
788,41839.90481455309
789,46189.670830262236
790,28493.07581108417
791,27601.751460289546
792,41568.611246321976
793,34297.07851781497
794,25482.668591705267
795,45306.45835467474
796,40018.534908759364
797,64836.20813737093
798,84755.53559560361
799,46946.91379284225
800,88461.11083478393
801,27911.26980070942
802,25482.668591705267
803,45948.84551071104
804,31091.038542162343
805,29822.704250913343
806,95410.53348623685
807,44593.11301072248
808,27042.713127336265
809,55581.18898283637
810,40168.8868624818
811,28853.258725247946
812,77463.18898309511
813,28024.583517841467
814,26315.019447492494
815,155231.66501754613
816,56985.72177512769
817,78760.35267108295
818,25420.3687508405
819,43487.8370711555
820,52172.657374199654
821,28357.20082118906
822,43379.344842158156
823,71718.48116026964
824,32841.81032695363
825,25482.668591705267
826,40686.47774246498
827,25482.668591705267
828,29927.85818358828
829,42738.098968624174
830,36442.51736067701
831,26074.72425871953
832,38178.35695990145
833,167430.82248108022
834,33878.722132364215
835,29978.072798554538
836,210034.44824745026
837,29884.434460446766
838,27234.331842929823
839,49706.828596503845
840,30475.006311834444
841,33599.88970990549
842,84107.62266517342
843,29805.085072996415
844,29562.78545057422
845,55571.38049101512
846,27172.032002065054
847,26663.617249492985
848,52913.87366575496
849,31481.80444251861
850,37580.223318964345
851,83705.93753192622
852,26366.890440397692
853,41500.67765396583
854,58826.92943662849
855,40760.98085895886
856,29352.228694649624
857,40686.47774246498
858,77801.92955398055
859,28189.27939205502
860,27186.054549602177
861,25482.668591705267
862,26900.280212130725
863,34003.16244843637
864,51092.30475471086
865,34127.65806868162
866,27884.78162382565
867,56528.32902793996
868,34380.85615017133
869,32299.332691160133
870,104575.24709457993
871,25420.3687508405
872,25537.20234428528
873,41658.21954504639
874,40686.47774246498
875,33400.69774805308
876,68783.58879259056
877,26468.192018688947
878,25628.404130704643
879,47453.169939962485
880,29586.385960453594
881,28816.073602741002
882,43647.21539171514
883,27300.2807271986
884,25638.562311950205
885,29624.681281742152
886,45306.45835467474
887,28489.99161923053
888,26891.961907535908
889,27926.613898198513
890,56908.81296503215
891,33654.790082007654
892,47034.315103601555
893,32315.763091951154
894,62980.90514071466
895,27146.8949365421
896,32374.03280425423
897,40686.47774246498
898,32155.05476459122
899,33696.12736153233
900,40686.47774246498
901,26678.624627985148
902,26452.705028123048
903,57897.26537696248
904,25662.202915415866
905,25638.562311950205
906,47823.50217828949
907,25482.668591705267
908,27601.751460289546
909,90277.54164671991
910,25928.615001822967
911,32555.527602973554
912,40686.47774246498
913,27601.751460289546
914,28431.884915899038
915,58525.75253137258
916,27864.314057333744
917,27408.72859552643
918,41158.51648002668
919,25482.668591705267
920,25482.668591705267
921,40686.47774246498
922,25482.668591705267
923,31806.122024180935
924,27575.939183656905
925,68344.98594396448
926,29888.00462592111
927,26282.759638583673
928,27193.985369611288
929,97642.29655715638
930,33051.57511687477
931,38948.46518287485
932,40686.47774246498
933,43374.175414180965
934,36252.624623523654
935,70873.59617515969
936,26072.31228309321
937,28207.397631443077
938,48047.58563354425
939,25638.562311950205
940,26135.485123781895
941,46230.788374857126
942,25908.355520371522
943,26706.093785522397
944,25482.668591705267
945,71410.37605996072
946,34359.48217499466
947,53859.90895357781
948,40686.47774246498
949,29090.788369728056
950,70848.69274522264
951,45141.81365117195
952,26996.143716741746
953,77095.11168936848
954,26354.80591173265
955,40686.47774246498
956,34037.20955067675
957,25482.668591705267
958,40686.47774246498
959,34890.741968181246
960,25482.668591705267
961,50250.65921695226
962,25728.821196660923
963,49706.828596503845
964,29813.61183043588
965,27920.401708635633
966,42367.56732816217
967,31829.281446876354
968,30792.455626415784
969,86821.04650638324
970,26300.272159152635
971,31098.76276199584
972,40686.47774246498
973,29805.085072996415
974,25482.668591705267
975,42378.79829512846
976,27146.8949365421
977,29318.52643126483
978,51428.80408484696
979,27172.032002065054
980,28226.04973442344
981,28898.305679668083
982,25410.504489153558
983,91533.89069261847
984,68166.09356329363
985,41181.68236706571
986,48542.790258144974
987,98011.541395269
988,74262.14293438778
989,67420.06779968574
990,69163.836997466
991,45409.48062405524
992,83671.68483595227
993,41181.68236706571
994,44252.00431891171
995,86440.20777351104
996,67707.65212463123
997,95833.15900021343
998,25928.615001822967
999,41181.68236706571
1000,103370.85901285992
1001,41318.160484630265
1002,74742.02548233166
1003,45457.57590287117
1004,150401.99570381077
1005,70298.02455067645
1006,59463.53367269068
1007,43138.55385313052
1008,53412.36821189076
1009,41181.68236706571
1010,42516.71951091128
1011,51425.76150974624
1012,48854.42497189104
1013,77904.31936551313
1014,41181.68236706571
1015,80933.47979701498
1016,48542.790258144974
1017,86823.80982645889
1018,78858.6331026929
1019,46857.322289591335
1020,54578.02400161365
1021,111375.05864377733
1022,56086.528982158285
1023,131940.46259466873
1024,77646.13551716809
1025,69369.09269944881
1026,58054.660986568844
1027,51742.57029907313
1028,46562.32206084178
1029,69340.92540015052
1030,109121.75274213278
1031,72569.99329500383
1032,104176.62326840262
1033,66314.60553034303
1034,91992.84262816423
1035,43269.883143264
1036,86369.00026502644
1037,68866.17053183206
1038,117677.09719513092
1039,78061.41135226167
1040,100291.17452041118
1041,41313.0116571992
1042,25928.615001822967
1043,48674.11954827845
1044,100829.4945120963
1045,50095.399362381795
1046,112434.3275182861
1047,75423.49978264667
1048,50067.10675156503
1049,73253.13017368669
1050,73100.6303736276
1051,57033.31456864984
1052,58427.50810874155
1053,54206.74585536159
1054,48747.79111316827
1055,75506.18520553371
1056,41790.19922219196
1057,48542.790258144974
1058,62350.77043686227
1059,42153.424169647114
1060,42380.24139334673
1061,68841.00415139656
1062,41181.68236706571
1063,41181.68236706571
1064,46725.992999457856
1065,41181.68236706571
1066,45932.99226940895
1067,117526.8187490089
1068,59734.23404484714
1069,41181.68236706571
1070,55674.34614087624
1071,91071.93627158443
1072,41313.0116571992
1073,48542.790258144974
1074,128782.4142409848
1075,41181.68236706571
1076,116287.8653283088
1077,98421.11331986455
1078,88597.32310264274
1079,41181.68236706571
1080,41790.19922219196
1081,44388.48243647626
1082,44142.42001631587
1083,69760.21303952762
1084,59001.731764263226
1085,66745.40279751529
1086,116658.0853752452
1087,59690.0784851344
1088,43525.48403019238
1089,61163.02132134677
1090,97242.12377673609
1091,84238.9371054209
1092,68889.74436018962
1093,103392.15496076002
1094,41181.68236706571
1095,41181.68236706571
1096,50626.50898318778
1097,48385.23596241745
1098,90569.8637963816
1099,78500.60110998231
1100,70527.61110664965
1101,51425.76150974624
1102,86572.8322387916
1103,42380.24139334673
1104,48458.24469964045
1105,43138.55385313052
1106,145974.78439602253
1107,86149.61811712712
1108,59759.20144622706
1109,76158.86612568164
1110,46636.98359283969
1111,98631.46119123319
1112,79097.4272369665
1113,63344.47568084963
1114,123556.90896531934
1115,54687.228344197305
1116,68440.23987972844
1117,59754.148635224934
1118,70552.25269405791
1119,69138.59396531092
1120,51928.78631847334
1121,45801.66297927546
1122,61472.41184863825
1123,51425.76150974624
1124,41181.68236706571
1125,54210.99693706692
1126,41313.0116571992
1127,41181.68236706571
1128,41181.68236706571
1129,52400.76534707589
1130,49794.10864853929
1131,41181.68236706571
1132,84843.78060100279
1133,41313.0116571992
1134,41181.68236706571
1135,61793.24197149996
1136,78007.12106523359
1137,50327.03402660419
1138,41181.68236706571
1139,53574.955013319384
1140,68564.79748291647
1141,41318.160484630265
1142,50426.2890286587
1143,84279.46622593212
1144,41318.160484630265
1145,44142.42001631587
1146,25482.668591705267
1147,83909.3690235936
1148,41181.68236706571
1149,47508.987613709265
1150,45932.99226940895
1151,78724.41783898584
1152,121645.99086800395
1153,84959.7648106093
1154,41181.68236706571
1155,43310.52676532041
1156,25928.615001822967
1157,95118.63184420869
1158,50688.38606259133
1159,59547.03147468845
1160,107164.60688844201
1161,48542.790258144974
1162,48025.356584984154
1163,70755.22305112808
1164,46644.77075566742
1165,86558.4336728296
1166,110146.30346273654
1167,43053.4452926307
1168,46857.322289591335
1169,95510.03094790928
1170,69472.38507108252
1171,99003.60079873897
1172,79026.21972848191
1173,50338.51133866912
1174,52557.05611694674
1175,41181.68236706571
1176,41181.68236706571
1177,71570.47043788775
1178,66786.83848134754
1179,77133.83380525917
1180,61066.98704781349
1181,72123.22468302026
1182,84003.30132186571
1183,50226.728652515274
1184,64750.98199725745
1185,67274.09382353445
1186,106148.5323851553
1187,42874.00291972919
1188,55790.59761181889
1189,98616.42470171727
1190,78429.93798401275
1191,45340.97904259688
1192,94787.9831176522
1193,103280.99648754907
1194,68743.12366210231
1195,86451.36193719783
1196,78315.35307589469
1197,84647.73574495628
1198,66277.64767178669
1199,42516.71951091128
1200,72886.85560767082
1201,104634.25000631122
1202,126808.40030036338
1203,71625.29095959407
1204,52992.87518790878
1205,119010.62677053416
1206,53940.056647488396
1207,117898.87665270617
1208,48278.60210369468
1209,48554.582069416865
1210,66196.63329971142
1211,143821.64541342325
1212,45340.97904259688
1213,80643.80916180823
1214,45637.01827577268
1215,52276.381812442116
1216,42410.68153674294
1217,114256.5853634649
1218,66717.2918081125
1219,51754.642325341396
1220,43896.58464034118
1221,46312.720845178286
1222,50672.77387860318
1223,101408.26720286981
1224,71346.64235140418
1225,130114.35063398592
1226,25482.668591705267
1227,63769.47514853608
1228,48542.790258144974
1229,111375.05864377733
1230,25482.668591705267
1231,50599.10231371336
1232,41318.160484630265
1233,25482.668591705267
1234,110463.34313374085
1235,63017.25350340036
1236,57660.824093905256
1237,150532.68209656974
1238,41181.68236706571
1239,41181.68236706571
1240,94905.147641461
1241,47071.033304962075
1242,97039.96057057154
1243,41938.642799181245
1244,108631.08988394856
1245,79026.21972848191
1246,73134.41584806057
1247,41181.68236706571
1248,42380.24139334673
1249,61273.525345259644
1250,61651.72983570674
1251,52992.87518790878
1252,185356.71053544703
1253,72282.32753070573
1254,73686.2849331898
1255,92788.76546410414
1256,46099.29150238067
1257,41181.68236706571
1258,54562.691132059525
1259,59514.58522589615
1260,41785.05039476088
1261,50202.033221104575
1262,57844.31182989152
1263,59054.62630363586
1264,54338.075145495066
1265,51161.57335529594
1266,61547.1170247451
1267,80826.19530536707
1268,127697.48344190675
1269,76296.59560279579
1270,54206.74585536159
1271,47585.144824593284
1272,62729.70086208428
1273,91144.34155746675
1274,75151.76977433985
1275,50095.399362381795
1276,55023.508700650535
1277,98251.50522086046
1278,62564.67578724807
1279,66563.20514896614
1280,41313.0116571992
1281,60873.493278953116
1282,42153.424169647114
1283,78260.28647289303
1284,82438.29855377361
1285,48816.060135031046
1286,46340.944359663896
1287,85361.96019725251
1288,76645.87964963229
1289,102816.81104366377
1290,61547.1170247451
1291,41181.68236706571
1292,187863.3662615138
1293,74911.33079066199
1294,121489.13289689732
1295,79788.65396855903
1296,65438.698268093685
1297,41181.68236706571
1298,42380.24139334673
1299,50348.706437354966
1300,61738.01055974022
1301,41181.68236706571
1302,54699.34230354659
1303,70617.1983532732
1304,41181.68236706571
1305,64665.034782100425
1306,54081.107044860975
1307,81470.66421934628
1308,73905.30475418465
1309,42511.57068348021
1310,50202.033221104575
1311,41181.68236706571
1312,25928.615001822967
1313,55153.927314941204
1314,54101.88697722181
1315,45608.786450294916
1316,89422.60691776642
1317,100426.37353582538
1318,65436.624126506584
1319,48873.88584524015
1320,61933.46931858232
1321,44337.112879411536
1322,44252.00431891171
1323,53530.090456024176
1324,48385.23596241745
1325,60084.41097140224
1326,48542.790258144974
1327,50226.728652515274
1328,56562.80000106304
1329,45651.55698349297
1330,56674.31145794325
1331,48223.95029419815
1332,61059.61999487385
1333,65180.80453802393
1334,51797.83875584157
1335,61952.46048157256
1336,55502.57354470765
1337,42410.68153674294
1338,42874.00291972919
1339,48542.790258144974
1340,70997.54688226552
1341,72305.32065120793
1342,91071.93627158443
1343,117594.5810140178
1344,100892.88102540321
1345,80102.0259438464
1346,46360.94053086292
1347,53364.153334160845
1348,130858.10550094314
1349,41318.160484630265
1350,103709.19463176432
1351,41318.160484630265
1352,50226.728652515274
1353,50202.033221104575
1354,41181.68236706571
1355,53368.980156182144
1356,47697.73480203925
1357,60109.97247434885
1358,57083.218826998076
1359,48516.565252550936
1360,41181.68236706571
1361,55153.927314941204
1362,52978.37061398307
